lea_name,old_lea_name,NAME,leaid,percent_adq_couns_black,percent_adq_couns_white,percent_adq_couns_hispanic,percent_adq_couns_asian,percent_adq_couns_aian,percent_adq_couns_nhpi,percent_adq_couns_twomore,top10_flag,avg_exp_year_perc_hispanic,avg_exp_year_perc_black,avg_exp_year_perc_white,avg_exp_year_perc_asian,avg_exp_year_perc_aian,avg_exp_year_perc_nhpi,avg_exp_year_perc_twomore,perc_ap_stem_hispanic,perc_ap_stem_black,perc_ap_stem_white,perc_ap_stem_asian,perc_ap_stem_aian,perc_ap_stem_nhpi,perc_ap_stem_twomore
Saco Elementary,Saco Elem,Montana,3023370,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saco High School,Saco H S,Montana,3023400,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saco Schools,Saco Public Schools,Maine,2310380,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.85011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sacramento City Unified,Sacramento City Unified,California,0633840,0.0937,0.03555,0.07446,0.0354,0.08571,0.09286,0.06066,0,0.80714,0.75884,0.85623,0.81188,0.78256,0.7991,0.79831,0.67799,0.61425,0.82844,0.71299,0.61429,0.56429,0.79344
Sacramento County Office of Education,Sacramento County Office of Education,California,0691027,0.16514,0.08333,0.13378,NA,NA,NA,0.19,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0
Sacramento County Rop,Sacramento County ROP,California,0600095,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saddle Brook,SADDLE BROOK SCHOOL DISTRICT,New Jersey,3414490,NA,NA,NA,NA,NA,NA,NA,0,0.86644,0.88197,0.86598,0.84418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saddle Mountain,Saddle Mountain Unified School District,Arizona,0407170,NA,NA,NA,NA,NA,NA,NA,0,0.75557,0.7816,0.75941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saddle River,SADDLE RIVER SCHOOL DISTRICT,New Jersey,3414520,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saddleback Valley Unified,Saddleback Valley Unified,California,0633860,0.04487,0.01254,0.05087,0.00559,NA,0,0.01947,0,0.93691,0.9522,0.95921,0.96028,NA,0.95393,0.95945,0.93305,0.94231,0.96304,0.98603,NA,1,0.9646
Safford,Safford Unified District,Arizona,0407240,NA,0.0566,0.10478,NA,NA,NA,NA,0,0.92505,NA,0.9278,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA
Sag Harbor Union Free,SAG HARBOR UNION FREE SCHOOL DISTRICT,New York,3625380,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sagaponack Common,SAGAPONACK COMMON SCHOOL DISTRICT,New York,3625410,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saginaw,Saginaw ISD,Michigan,2680930,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Saginaw,Saginaw School District of the City of,Michigan,2630390,0.35613,0.25693,0.61947,0.05455,NA,NA,0.5,0,1,1,1,1,NA,NA,1,0.18142,0.13129,0.66247,0.94545,NA,NA,0
Saginaw Township,Saginaw Township Community Schools,Michigan,2630450,0.14516,0.07707,0.12632,0.0098,NA,NA,0.1,0,0.97737,0.97914,0.98027,0.97873,NA,NA,0.97591,0.87368,0.85484,0.92293,0.9902,NA,NA,0.9
Sahuarita,Sahuarita Unified District,Arizona,0407300,0,0,0,0,0,NA,0,0,0.76748,0.77032,0.7656,0.7694,0.75588,NA,0.77389,1,1,1,1,1,NA,1
Saint Clair Area,Saint Clair Area SD,Pennsylvania,4222710,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Clair Roe,Saint Clair ROE,Illinois,1700208,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Croix Central,Saint Croix Central School District,Wisconsin,5506060,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Croix Falls,Saint Croix Falls School District,Wisconsin,5513230,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.84419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Francis,Saint Francis School District,Wisconsin,5513260,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Helena Unified,Saint Helena Unified,California,0637830,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Jo,SAINT JO ISD,Texas,4838520,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Johnsbury,Saint Johnsbury School District,Vermont,5007650,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Josephs Childrens Home - Administration Office,Saint Josephs Childrens Home - Administration Office,Wyoming,5600010,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Lawrence-Lewis Boces,SAINT LAWRENCE-LEWIS BOCES,New York,3680740,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Marys,Saint Marys School District,Alaska,0200680,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Marys Area,Saint Marys Area SD,Pennsylvania,4220640,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.94881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Regis Falls Central,SAINT REGIS FALLS CENTRAL SCHOOL DISTRICT,New York,3627990,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Stephens Indian School Admin Office,Saint Stephens Indian School Admin Office,Wyoming,5680254,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salado,SALADO ISD,Texas,4838580,NA,NA,NA,NA,NA,NA,NA,0,0.90445,NA,0.90116,NA,NA,NA,0.89544,NA,NA,NA,NA,NA,NA,NA
Salamanca City,SALAMANCA CITY SCHOOL DISTRICT,New York,3625440,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salem,Salem,Massachusetts,2510380,1,1,1,1,NA,NA,1,0,0.56688,0.59583,0.62062,0.61679,NA,NA,0.62132,0.93519,0.94521,0.91587,0.96429,NA,NA,0.95
Salem,Salem School District,New Hampshire,3306060,NA,NA,NA,NA,NA,NA,NA,1,0.82546,NA,0.83432,0.81608,NA,NA,0.81566,NA,NA,NA,NA,NA,NA,NA
Salem,Salem School District,Wisconsin,5513350,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salem,SALEM SCHOOL DISTRICT,Arkansas,0512090,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salem,SALEM SCHOOL DISTRICT,Connecticut,0903900,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salem-Keizer 24j,Salem-Keizer SD 24J,Oregon,4110820,0.07643,0.0454,0.0577,0.04127,0.05085,0.02491,0.0625,1,0.78667,0.78212,0.79192,0.80254,0.78833,0.78816,0.79191,0,0,0,0,0,0,0
Salem 111,Salem SD 111,Illinois,1735160,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salem Central,SALEM CENTRAL SCHOOL DISTRICT,New York,3625470,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salem Chsd 600,Salem CHSD 600,Illinois,1735190,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salem City,Salem City,Ohio,3910006,NA,NA,NA,NA,NA,NA,NA,0,0.87155,NA,0.86359,NA,NA,NA,0.87198,NA,NA,NA,NA,NA,NA,NA
Salem City,SALEM CITY PBLC SCHS,Virginia,5103460,NA,NA,NA,NA,NA,NA,NA,0,0.9771,0.98157,0.98176,0.98277,NA,NA,0.97926,NA,NA,NA,NA,NA,NA,NA
Salem City,SALEM CITY SCHOOL DISTRICT,New Jersey,3414550,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salem Community Schools,Salem Community Schools,Indiana,1809810,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salem County Special Services,Salem County Special Services School District,New Jersey,3480361,0.15,0.13095,0.07246,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
Salem County Vocational Technical,Salem County Vocational Technical School District,New Jersey,3414580,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salem Reorganized-80,SALEM R-80,Missouri,2927090,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.90175,NA,NA,NA,0.91114,NA,NA,NA,NA,NA,NA,NA
Salida,Salida School District No. R-32,Colorado,0806330,NA,0.07006,0.08929,NA,NA,NA,0.14286,0,NA,NA,NA,NA,NA,NA,NA,0.91071,NA,0.92994,NA,NA,NA,0.85714
Salida Union Elementary,Salida Union Elementary,California,0633900,NA,NA,NA,NA,NA,NA,NA,0,0.84688,0.78297,0.81859,0.83215,NA,NA,0.81912,NA,NA,NA,NA,NA,NA,NA
Salina,Salina,Kansas,2011370,1,1,1,1,NA,NA,1,0,0.90107,0.90792,0.90466,0.90549,NA,NA,0.89998,1,1,1,1,NA,NA,1
Salina,SALINA,Oklahoma,4026730,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salinas City Elementary,Salinas City Elementary,California,0633930,NA,NA,NA,NA,NA,NA,NA,0,0.88038,0.88286,0.91205,0.91244,NA,NA,0.89966,NA,NA,NA,NA,NA,NA,NA
Salinas Union High,Salinas Union High,California,0633980,0.03371,0.0078,0.02141,0,NA,NA,0.01695,0,NA,NA,NA,NA,NA,NA,NA,0.94583,0.92135,0.9678,0.99017,NA,NA,0.9661
Saline Area Schools,Saline Area Schools,Michigan,2630660,0,0,0,0,NA,NA,0,0,0.94503,0.93561,0.93229,0.93398,NA,NA,0.91379,1,0.95,0.97957,1,NA,NA,0.97561
Saline County Vocational Center,SALINE COUNTY VOCATIONAL CENTER,Arkansas,0500058,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salisbury,SALISBURY SCHOOL DISTRICT,Connecticut,0903930,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salisbury-Elk Lick,Salisbury-Elk Lick SD,Pennsylvania,4220760,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salisbury Reorganized-IV,SALISBURY R-IV,Missouri,2927520,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salisbury Township,Salisbury Township SD,Pennsylvania,4220730,NA,NA,NA,NA,NA,NA,NA,0,0.88144,0.87953,0.87768,NA,NA,NA,0.88485,NA,NA,NA,NA,NA,NA,NA
Sallisaw,SALLISAW,Oklahoma,4026790,NA,NA,NA,NA,NA,NA,NA,0,0.92428,NA,0.92501,NA,0.92432,NA,0.92452,NA,NA,NA,NA,NA,NA,NA
Salmon,SALMON DISTRICT,Idaho,1602850,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
Salmon River Central,SALMON RIVER CENTRAL SCHOOL DISTRICT,New York,3625500,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.85951,NA,0.82405,NA,0.85411,NA,NA,NA,NA,NA,NA,NA
Salmon River Joint,SALMON RIVER JOINT SCHOOL DISTRICT,Idaho,1600138,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salome Consolidated Elementary District,Salome Consolidated Elementary District,Arizona,0400005,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salt Creek 48,Salt Creek SD 48,Illinois,1735220,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salt Fork Community Unit 512,Salt Fork CUSD 512,Illinois,1701418,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.94969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salt Lake District,Salt Lake District,Utah,4900870,0.05802,0.03599,0.09175,0.00781,0.12121,0.0854,0.0212,1,0.84537,0.85121,0.88388,0.86062,0.86394,0.85552,0.8831,0.85299,0.90785,0.88678,0.97656,0.84848,0.90358,0.9258
Saltillo,SALTILLO ISD,Texas,4838610,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saluda 01,Saluda 01,South Carolina,4503460,NA,NA,NA,NA,NA,NA,NA,0,0.8791,0.87128,0.88559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Rayburn,SAM RAYBURN ISD,Texas,4838640,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sampson County Schools,Sampson County Schools,North Carolina,3704140,0,0,0,NA,0,NA,0,0,0.90911,0.90351,0.91691,NA,0.91524,NA,0.92368,0.45829,0.31346,0.6216,NA,0.73077,NA,0.5567
San Angelo,SAN ANGELO ISD,Texas,4838700,0.02732,0.00724,0.01136,0,0,NA,0.0122,0,0.83816,0.82756,0.86056,0.87158,0.83268,NA,0.87947,0.76297,0.78142,0.75977,0.7037,0.84615,NA,0.64634
San Antonio,SAN ANTONIO ISD,Texas,4838730,0.9475,0.92549,0.97932,1,NA,NA,0.97368,0,0.83795,0.83867,0.84774,0.84673,NA,NA,0.84444,0.83376,0.88476,0.80784,0.96296,NA,NA,0.89474
San Antonio Rop,San Antonio ROP,California,0600114,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Antonio Union Elementary,San Antonio Union Elementary,California,0634050,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Ardo Union Elementary,San Ardo Union Elementary,California,0634080,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Augustine,SAN AUGUSTINE ISD,Texas,4838760,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Benito Consolidated,SAN BENITO CISD,Texas,4838790,NA,0.22222,0.0279,NA,NA,NA,NA,0,0.84762,NA,0.82337,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA
San Benito County Office of Education,San Benito County Office of Education,California,0691028,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Benito High,San Benito High,California,0634140,NA,0.01262,0.03694,0.0119,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0.96306,NA,0.98738,0.9881,NA,NA,1
San Bernardino City Unified,San Bernardino City Unified,California,0634170,0.11287,0.06553,0.07209,0.01799,0.08333,0.07463,0.10462,1,0.82487,0.80864,0.85045,0.84632,0.83253,0.79166,0.84339,0.45594,0.36271,0.29369,0.46763,0.45833,0.59701,0.37231
San Bernardino County Office of Education,San Bernardino County Office of Education,California,0691029,0.38965,0.16931,0.36045,0.10345,NA,NA,0.12598,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0
San Bernardino County Rop,San Bernardino County ROP,California,0600132,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Bruno Park Elementary,San Bruno Park Elementary,California,0634230,NA,NA,NA,NA,NA,NA,NA,0,0.70531,NA,0.739,0.75674,NA,0.69178,0.71712,NA,NA,NA,NA,NA,NA,NA
San Carlos,San Carlos Unified District,Arizona,0406960,NA,NA,NA,NA,0.91434,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
San Carlos Elementary,San Carlos Elementary,California,0634290,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Diego,SAN DIEGO ISD,Texas,4838820,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Diego County Office of Education,San Diego County Office of Education,California,0691030,0.78659,0.66463,0.70681,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
San Diego County Rop,San Diego County ROP,California,0600138,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Diego Unified,San Diego Unified,California,0634320,0.05326,0.0958,0.10399,0.04068,0.15385,0.07879,0.07904,1,0.89929,0.9007,0.93194,0.93816,0.91021,0.91411,0.93163,0.78494,0.71406,0.88694,0.85751,0.82051,0.81212,0.86179
San Dieguito Union High,San Dieguito Union High,California,0634380,0.08,0.01162,0.02473,0.00391,NA,NA,0.00873,0,NA,NA,NA,NA,NA,NA,NA,0.97527,0.92,0.98838,0.99609,NA,NA,0.99127
San Elizario,SAN ELIZARIO ISD,Texas,4838850,NA,NA,NA,NA,NA,NA,NA,0,0.85717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Felipe-Del Rio Consolidated,SAN FELIPE-DEL RIO CISD,Texas,4838900,0.02041,0.00833,0.03255,NA,NA,NA,NA,0,0.92735,0.92678,0.93258,NA,NA,NA,NA,0.63556,0.73469,0.70833,NA,NA,NA,NA
San Fernando Elementary District,San Fernando Elementary District,Arizona,0407380,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Francisco County Office of Education,San Francisco County Office of Education,California,0691111,NA,NA,0.76087,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
San Francisco County Rop,San Francisco County ROP,California,0600139,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Francisco Unified,San Francisco Unified,California,0634410,0.76746,0.67401,0.7128,0.62105,0.79245,0.51323,0.67012,1,0.65032,0.61957,0.70563,0.71624,0.63865,0.62955,0.7037,0.77667,0.74624,0.89617,0.95465,0.81132,0.78307,0.86334
San Gabriel Unified,San Gabriel Unified,California,0634425,0.06667,0.03846,0.08918,0.00576,NA,NA,0.0129,0,0.93668,0.84855,0.84794,0.95476,NA,NA,0.84192,0.91082,0.93333,0.96154,0.99424,NA,NA,0.9871
San Isidro,SAN ISIDRO ISD,Texas,4838910,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Jacinto Unified,San Jacinto Unified,California,0634440,0,0,0,0,0,0,0,0,0.86047,0.87149,0.83491,0.84593,0.88382,0.85384,0.86476,0.87363,0.83594,0.84314,0.96721,0.85185,0.88889,0.88889
San Joaquin County Office of Education,San Joaquin County Office of Education,California,0691031,0.66288,0.49074,0.6733,0.41765,NA,NA,0.63107,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0
San Joaquin County Rop,San Joaquin County ROP,California,0600140,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Jon Municipal Schools,SAN JON MUNICIPAL SCHOOLS,New Mexico,3502340,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Jose Unified,San Jose Unified,California,0634590,0.01413,0.00609,0.00349,0.00297,0.02564,0.04167,0.02066,0,0.76113,0.78533,0.8032,0.80604,0.68147,0.77947,0.81346,0.74062,0.86926,0.9543,0.93412,0.79487,0.79167,0.90083
San Juan Boces,SAN JUAN BOCES,Colorado,0899300,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Juan District,San Juan District,Utah,4900900,NA,0.50542,0.35484,NA,0.60146,NA,0.58333,0,0.93468,NA,0.93687,NA,0.82278,NA,0.91245,0,NA,0,NA,0,NA,0
San Juan Island,San Juan Island School District,Washington,5307650,NA,0.06311,0.05,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.95,NA,0.93689,NA,NA,NA,NA
San Juan Unified,San Juan Unified,California,0634620,0.09804,0.0618,0.10225,0.01913,0.08571,0.07692,0.07105,0,0.88714,0.87352,0.92687,0.91273,0.92886,0.89487,0.88913,0.65389,0.68215,0.75757,0.49913,0.72143,0.63462,0.69737
San Leandro Unified,San Leandro Unified,California,0634680,0.08389,0.03947,0.06947,0.01599,NA,0.08824,0.03191,0,0.79591,0.80938,0.82719,0.75453,NA,0.76259,0.83955,0.93053,0.91611,0.96053,0.98401,NA,0.91176,0.96809
San Lorenzo Unified,San Lorenzo Unified,California,0634710,0,0,0,0,NA,0,0,0,0.87213,0.85608,0.87109,0.88275,NA,0.84728,0.87323,0.88478,0.84236,0.89877,0.97414,NA,0.86207,0.88571
San Lorenzo Valley Unified,San Lorenzo Valley Unified,California,0634740,NA,NA,NA,NA,NA,NA,NA,0,0.80021,NA,0.82495,NA,NA,NA,0.7985,NA,NA,NA,NA,NA,NA,NA
San Lucas Union Elementary,San Lucas Union Elementary,California,0634770,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Luis Coastal Unified,San Luis Coastal Unified,California,0634800,0,0,0,0,NA,NA,0,0,0.93685,0.93647,0.94016,0.93754,NA,NA,0.93882,0.95735,1,0.98142,1,NA,NA,0.99174
San Luis Obispo County Office of Education,San Luis Obispo County Office of Education,California,0691032,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA
San Marcos Consolidated,SAN MARCOS CISD,Texas,4838970,NA,NA,NA,NA,NA,NA,NA,0,0.84693,0.85077,0.85845,0.8659,NA,NA,0.84758,NA,NA,NA,NA,NA,NA,NA
San Marcos Unified,San Marcos Unified,California,0634880,0,0,0,0,0,0,NA,0,0.88328,0.88517,0.89564,0.89625,0.89506,0.88574,NA,0.94897,0.91124,0.97868,0.99245,0.88235,1,NA
San Marino Unified,San Marino Unified,California,0634860,NA,NA,NA,NA,NA,NA,NA,0,0.98429,NA,0.98048,0.98262,NA,NA,0.97998,NA,NA,NA,NA,NA,NA,NA
San Mateo-Foster City,San Mateo-Foster City,California,0634920,NA,NA,NA,NA,NA,NA,NA,0,0.87827,0.88618,0.91164,0.92933,NA,0.86104,0.90525,NA,NA,NA,NA,NA,NA,NA
San Mateo County Office of Education,San Mateo County Office of Education,California,0691033,NA,NA,0.41803,0.03448,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA
San Mateo County Rop,San Mateo County ROP,California,0600142,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Mateo Union High,San Mateo Union High,California,0634980,0.0411,0.00617,0.03762,0.0032,NA,0.01942,0.00254,0,NA,NA,NA,NA,NA,NA,NA,0.75165,0.87671,0.90374,0.90516,NA,0.74272,0.86675
San Miguel Joint Union,San Miguel Joint Union,California,0635010,NA,NA,NA,NA,NA,NA,NA,0,0.93596,NA,0.88845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Pasqual Union Elementary,San Pasqual Union Elementary,California,0635040,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Pasqual Valley Unified,San Pasqual Valley Unified,California,0635070,NA,NA,0.86957,NA,0.79808,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA
San Perlita,SAN PERLITA ISD,Texas,4839000,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Rafael City Elementary,San Rafael City Elementary,California,0635090,NA,NA,NA,NA,NA,NA,NA,0,0.8626,NA,0.922,0.88804,NA,NA,0.90388,NA,NA,NA,NA,NA,NA,NA
San Rafael City High,San Rafael City High,California,0635110,NA,0.00768,0.04248,0.00654,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.95752,NA,0.99232,0.99346,NA,NA,NA
San Ramon Valley Unified,San Ramon Valley Unified,California,0635130,0.04569,0.03105,0.04807,0.01421,0.12,0.04545,0.02649,0,0.9138,0.91395,0.9227,0.91589,0.91465,0.90584,0.91769,0.95193,0.95431,0.96895,0.98579,0.88,0.95455,0.97351
San Saba,SAN SABA ISD,Texas,4839030,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Simon,San Simon Unified District,Arizona,0407430,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Vicente,SAN VICENTE ISD,Texas,4839060,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Ysidro Elementary,San Ysidro Elementary,California,0635220,NA,NA,NA,NA,NA,NA,NA,0,0.89591,0.89819,0.90225,0.90061,NA,NA,0.89849,NA,NA,NA,NA,NA,NA,NA
Sanborn Central,Sanborn Central School District 55-5,South Dakota,4603932,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
